	X1.2018-Nov	X2.2018-Dec	X3.2019-Jan	X4.2019-Feb	X5.2019-Mar	X6.2019-Apr	X7.2019-May	X8.2019-Jun	X9.2019-Jul	X10.2019-Aug	X11.2019-Sep	X12.2019-Oct	X13.2019-Nov	X14.2019-Dec	X15.2020-Jan	X16.2020-Feb	X17.2020-Mar	X18.2020-Apr	X19.2020-May	X20.2020-Jun	X21.2020-Jul	X22.2020-Aug	X23.2020-Sep	X24.2020-Oct	X25.2020-Nov	X26.2020-Dec	X27.2021-Jan	X28.2021-Feb	X29.2021-Mar	X30.2021-Apr	X31.2021-May	X32.2021-Jun
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__33589bp__000377..full	0.15349105	0.17570795	1.232125	1.6267906	1.165252	6.0733953	0.3817179	0.70050526	0.32154667	0.36211964	0.39646882	0.27627884	0.15608886	0.14021544	1.0022883	1.4727046	1.3806337	1.10991675	0.8391998	0.56848285	0.2977659	0.17435206	0.19311315	0.15918262	0.26873925	0.8707396	1.2009276	1.49245585	1.7839841	2.040906	1.2407169	1.0663244
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__32579bp__000402..full	0.9898197	1.088677	8.2385645	25.788929	39.12606	86.12512	20.538574	5.164484	13.540985	37.664066	36.053295	19.122547	2.191799	1.0533462	3.3146021	2.1982844	4.287048	3.329481205	2.37191441	1.414347615	0.45678082	0.28896803	0.24998897	0.08159244	0.045881957	0.0849692	0.1553458	0.3429388	0.5305318	1.1671953	0.67096865	0.609968
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__32512bp__000405..full	0.24172263	0.32504636	1.3364087	1.634651	0.95409024	1.5263437	0.058984824	0	0.2875128	0.19841142	0.080924645	0.0404623225	0	0.043766584	0	0.057116557	0	0	0	0	0	0	0	0	0	0	0	0.0259211565	0.051842313	0	0	0
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__32068bp__000418..full	0	0	0	0	0.43026078	0	0.5541912	0.13875066	0	0	0	0.107924485	0.21584897	1.5900375	1.9805156	3.318775	1.8867972	1.44220989	0.99762258	0.55303527	0.10844796	0.046700403	0	0	0	0.64185727	1.7004225	2.13504145	2.5696604	1.4519387	0.5848912	0.22450761
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__31179bp__000438..full	0.8350874	1.1682312	3.3984153	4.5568666	0.6297418	3.844485	1.1113774	0.21094057	0.14874114	0.18175894	0.14986013	0.144579745	0.13929936	0.1265009	1.5264664	1.1079391	1.3037773	0.9890556905	0.674334081	0.3596124715	0.044890862	0	0.11904536	0.10289228	0.55598813	1.129051	1.4784515	0.92254997	0.36664844	0.4781841	0.16617632	0.15874842
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__30831bp__000450..full	0.3117659	0.37020367	1.3260361	1.5415504	2.124197	3.670678	0.22204332	0.8039707	0.14073092	0.19269896	0.21445125	0.386294875	0.5581385	0.69634396	2.4357283	4.2754645	2.7585037	2.1540010075	1.549498315	0.9449956225	0.34049293	0.12476367	0.101983406	0.13510902	0.22258317	0.9872986	1.2151612	1.1714193	1.1276774	1.0293139	0.44963312	0.39899293
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__30102bp__000472..full	0.066844836	0.06885346	0.8839659	1.6092485	1.4901538	0.14442815	0.76150185	0.41518754	0.16056792	0.08718182	0.05391626	0.02695813	0	0.09177422	1.4911956	2.5091603	6.9674354	5.31857063	3.66970586	2.02084109	0.37197632	0.1692236	0.119414076	0.073417455	0.18766116	0.7096555	1.4506873	2.15764245	2.8645976	1.47411	0.9242628	0.67783344
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__29883bp__000480..full	5.486951	4.877861	3.7890482	4.073344	0.9331812	3.4723833	0.9200243	0.1524867	0.054496795	0.14834426	0.19190103	0.730900015	1.269899	0.9436503	5.4524593	3.9218757	9.38992	7.0917102375	4.793500475	2.4952907125	0.19708095	0.21281147	0.3067744	0.12040155	0.15495838	0.63444096	1.1070309	0.9757516	0.8444723	1.1033473	0.17582767	0.28418106
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__29580bp__000490..full	0	0	0.118424006	0	0.857755	0.3445462	0.16094884	0.10840393	0.14145689	0.21293609	0	0	0	0	0	0.16212359	0.6119805	0.486259639	0.360538778	0.234817917	0.109097056	0	0	0	0	0	0.052524194	0.107663987	0.16280378	0.14373712	0.15897097	0.124619275
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__29334bp__000501..full	3.290386	3.2183905	3.324729	3.055804	3.1272755	4.312345	1.0850847	4.4632096	5.0617337	6.315195	6.8053904	7.7932617	8.781133	9.620199	4.83089	4.262348	4.2822437	5.916485525	7.55072735	9.184969175	10.819211	23.603966	6.0518856	10.261817	4.536597	5.0155206	4.205808	4.2219695	4.238131	3.3938413	3.82771	24.097448
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__29196bp__000507..full	21.651978	31.41466	25.187664	59.68065	14.447296	37.388527	5.8404393	0.6041004	0.46847767	0.45513517	0.15795812	0.264704285	0.37145045	0.23351939	1.9490436	0.93228525	2.4009693	1.8405760075	1.280182715	0.7197894225	0.15939613	0	0.2738441	0.9364001	3.741871	2.858887	5.622125	5.46862785	5.3151307	9.511948	1.9231154	1.2861153
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__29044bp__000512..full	0.059483398	0.094087616	0.98675007	1.0756663	2.2320397	7.1422863	0.8808127	0.8733494	0.16312328	0.17570882	0.10043877	0.090150255	0.07986174	0.15139198	1.3999112	2.3691354	4.0135393	3.0584222875	2.103305275	1.1481882625	0.19307125	0.0964389	0.05265147	0	0.08238722	0.4592305	0.5825348	0.495206825	0.40787885	0.24783656	0.14725399	0.08681903
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__27783bp__000561..full	14.351885	14.258321	12.011732	12.517181	5.4812007	10.369971	3.2485979	1.1193204	1.064038	1.9436426	3.8090646	2.64360455	1.4781445	1.4553301	2.0681689	1.723212	2.0238068	1.6552443125	1.286681825	0.9181193375	0.54955685	0.5754196	0.92461526	1.0938437	0.8344039	0.98036903	1.0523238	0.951728	0.8511322	0.75049216	0.48769996	0.4333645
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__27192bp__000593..full	0	0	0.27785084	0.990253	1.6060277	0	0.15868305	0.5668424	0.72126764	1.0121553	0.27551004	0.13775502	0	0	0.6006317	0.62835675	1.3493638	1.065463995	0.78156419	0.497664385	0.21376458	0	0.23822273	0.13671122	0.07960273	0	0.11393227	0.102396715	0.09086116	0.12184891	0.052491043	0.07104636
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__26740bp__000623..full	0.38910812	1.6719534	5.090213	4.725297	8.799641	19.433401	4.448726	2.072717	0.390053	0.64406615	0.5676969	0.54438387	0.52107084	2.1839209	2.6091034	3.6662009	3.0949073	2.443258105	1.79160891	1.139959715	0.48831052	0.5855086	0.21141693	0.17743313	0.6268404	1.3983831	0.70560116	0.603187205	0.50077325	0.6453799	0.59060043	1.2601476
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__25662bp__000677..full	1.4612552	1.601274	1.6514074	1.8066733	1.122084	0.11027377	0.7994475	0	0	0	0	0.63248875	1.2649775	1.5506595	1.6165279	1.364844	0.7218676	0.5414007	0.3609338	0.1804669	0	0	0.035810225	0.15518174	0.396403	0.8363443	0.54018354	0.376365645	0.21254775	0.57616305	0	0.06551618
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__24030bp__000771..full	0.085173704	0.22858807	1.010658	0.9525287	1.2771336	0.26394206	0.30529448	0.05041817	0	0	0	0.021086695	0.04217339	0.114618786	0.093310915	0.51543736	0.31113783	0.2333533725	0.155568915	0.0777844575	0	0	0	0.24115545	0	0.11749061	0.0402633	0.0541125075	0.067961715	0.09763042	0	0
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__22909bp__000868..full	1.6192235	1.400224	2.3039944	2.9122949	1.6511639	8.259607	1.5779475	1.4487087	5.3812737	3.6561651	4.9917016	3.8892164	2.7867312	2.7752855	4.5563874	4.304348	4.100917	3.515814675	2.93071235	2.345610025	1.7605077	2.2187414	1.4040496	1.4276165	1.6054902	2.9450195	3.904104	3.957871	4.011638	1.1838558	1.6682378	1.7258804
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__22704bp__000882..full	0.29317683	0.24669369	0.5637642	0.7025829	0.88669294	8.237087	0.63903886	0.26441187	0.11282991	0.093428515	0.102164686	0.080337578	0.05851047	0.063540705	0.98781264	1.3614358	10.909671	8.302752115	5.69583323	3.088914345	0.48199546	0.20935334	0.4173241	0.17802645	0.2634297	0.4444096	0.7022644	0.7212157	0.740167	0.34137908	0.24373686	0.1455467
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__22645bp__000886..full	1.7009587	1.3475308	2.0384665	1.927936	1.1786246	0.09815407	0.43722785	0.15005347	2.0635474	2.8561099	3.1329446	1.689091475	0.24523835	0.21975094	1.162087	0.95067656	1.0216079	0.7996873825	0.577766865	0.3558463475	0.13392583	0.16680807	0.17466025	2.3909554	1.7411584	1.0607738	0.53491986	0.345822955	0.15672605	0.09303438	0.09454785	0
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__22536bp__000898..full	0	0	0.7040295	1.0888928	1.0224797	0.10729128	0.29864964	0.04436512	0	0	0	0	0	0	0	0.046617374	0.15864983	0.1189873725	0.079324915	0.0396624575	0	0	0	0	0	0	0.10604179	0.150381365	0.19472094	0.1031955	0.051157065	0
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__21911bp__000949..full	3.1814773	2.850245	3.0655496	2.8449576	1.4972075	1.5526748	0.35765067	0.13112177	0	0.059787355	0.0605023	0.083884765	0.10726723	0.078329235	0.30787748	0.24625146	0.14091216	0.1195640375	0.098215915	0.0768677925	0.05551967	0	0.6949109	0.45700938	0.51848954	0.6183532	0.45912254	0.447700335	0.43627813	0.2936097	0.18226145	0.1321759
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__21844bp__000954..full	0.12652905	0.15872964	0.8159285	2.5933228	1.930011	2.8170955	0.74274397	0.39747646	0.20950635	0.18598434	0.23779242	0.68801106	1.1382297	1.6698688	7.657799	7.3836827	1.3608695	1.09730887	0.83374824	0.57018761	0.30662698	0.25808957	0.40671277	0.64769435	4.692925	9.892933	7.9269385	5.83112785	3.7353172	1.8738579	1.0773702	0.9337464
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__21503bp__000990..full	0	0	0	0	0.8258646	3.188427	0.68264544	0.27238825	0.048426013	0.08917876	0.04135461	0.120559755	0.1997649	0.30687478	0.58892065	0.6028717	0	0.14820525	0.2964105	0.44461575	0.592821	0.26261255	0	2.236643	0.7159126	0.50146556	0.29231182	1.86362416	3.4349365	1.0112568	1.916321	1.1453967
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__21101bp__001029..full	0.82580715	0.99410814	1.352088	4.869432	2.1029027	0.8059598	1.530719	0.36829934	0.24637273	0.15939052	0.09396824	0.04698412	0	0.07925297	0.6509477	1.1277142	2.8272715	2.16894001	1.51060852	0.85227703	0.19394554	0.9345848	0.30932915	0.10039518	0.14421451	0.35398176	0.4527773	0.76082045	1.0688636	0.8103343	0.7830502	0.49728048
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__20409bp__001101..full	0	0	0.21091509	0.54856	1.1689236	0.30547598	0.48568127	0.14060557	0.051004574	0	0	0	0	0	0.23612021	0.29783234	0.73484296	0.55113222	0.36742148	0.18371074	0	0	0	0	0	0	0.11305356	0.221191795	0.32933003	0.21912527	0.1422718	0.062425204
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__19976bp__001142..full	39.713066	34.16898	26.422869	25.932093	6.5360613	16.970304	2.830046	2.1968706	3.0354455	3.0589201	3.7540436	3.4164971	3.0789506	3.2907307	6.949322	5.7424803	5.702044	4.54126065	3.3804773	2.21969395	1.0589106	1.1126666	1.8104961	2.0140686	1.9039408	2.731477	3.0489087	2.6237997	2.1986907	1.3716058	1.5833338	1.2364233
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__19695bp__001168..full	3.7938087	3.193951	1.8361945	1.4897255	0.42299792	0.39910987	0.21511886	0.3801973	0.47566018	0.5067429	0.671838	0.470335985	0.26883397	0.3882801	0.36837143	0.31541914	0.29227266	0.47398717	0.65570168	0.83741619	1.0191307	1.665665	1.4857496	1.2224581	0.60421133	0.52861196	0.3594698	0.249633305	0.13979681	0.049106862	0.071973994	0.14898813
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__18906bp__001277..full	108.473114	95.19129	108.954475	82.365166	36.050793	91.28492	10.927092	6.748163	1.817871	0.9394528	0.5941186	0.98758495	1.3810513	1.937376	1.9134941	1.9263371	0.9213756	0.730745605	0.54011561	0.349485615	0.15885562	0.07759029	0.06909265	0	0	0.14991061	0.21404313	0.183432395	0.15282166	0.048621275	0.06618382	0.098310456
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__18614bp__001323..full	0.050576605	0.044944298	0.43302432	0.7535486	2.653513	0.13980733	0.16533628	0.17913586	0.12901881	0.12261378	0.06792647	0.07396792	0.08000937	0.19269527	0.87402594	1.0244645	2.1347322	1.63669235	1.1386525	0.64061265	0.1425728	0.10054224	0	0	0.049021937	0.094808914	0.07097907	0.160640945	0.25030282	0.07974744	0.39289218	0.12118905
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__18053bp__001408..full	0.077983595	0.11430825	1.48362	2.1994913	1.0241979	2.7419024	0.5398374	0.13827527	0	0.043827213	0.059626643	0.2188668565	0.37810707	0.2470877	1.3556684	0.693598	0.7588693	0.569151975	0.37943465	0.189717325	0	0	0.3882987	0.14613123	0.15163666	0.25905237	0.30150214	0.260943525	0.22038491	0.22386697	0.06174036	0.071155295
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__17777bp__001436..full	0.13748182	0.17462814	0.7066414	1.6387589	1.1960108	0.21346289	5.5894613	0.82091767	0.23595394	0.47284198	0.40219665	0.943082325	1.483968	1.5470377	5.028403	3.8956664	1.4011407	1.1436708125	0.886200925	0.6287310375	0.37126115	0.22092669	0.2630249	0	0	0	0	0.02708939	0.05417878	0.11312017	0.14408168	0.4047292
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__17575bp__001465..full	0.2786155	0.23110674	4.7732897	9.261222	14.71579	35.19747	3.4301612	0.7329088	0.19761784	0.48130676	0.13706467	0.068532335	0	0	0.07974024	0	0.2788933	0.35835821	0.43782312	0.51728803	0.59675294	0.12224908	0.08253132	0	0	0	0	0	0	0.931164	0.33486316	0.52167886
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__15687bp__001797..full	2.3248866	2.256839	2.243946	2.674234	0.927959	2.208935	0.64678204	0.21892747	0	0.51111215	2.531596	1.67682685	0.8220577	0.5171969	1.4300942	0.98545676	1.0980985	0.823573875	0.54904925	0.274524625	0	0	0.08844475	0	0	0	0.058119997	0.0290599985	0	0	0	0
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__15322bp__001884..full	0.6132859	1.1763074	7.3411245	13.875327	5.493682	1.8477215	2.144619	0.15102404	1.8646672	2.147907	0.38973147	0.480718705	0.57170594	0.38888195	1.41008	0.6672518	0.28390807	0.5569517275	0.829995385	1.1030390425	1.3760827	0.5413386	0.26932102	0.11167887	0.23567662	0.4319081	0.7547864	1.00603685	1.2572873	1.7638149	1.0451933	0.6774963
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__14437bp__002093..full	0	0	0.84966815	1.3579546	1.2614262	7.362349	1.3841403	0.26126713	0.052833803	0	0	0.04907406	0.09814812	0	0	0	0	0	0	0	0	0.26807815	0.0861303	0.057150338	0.04639752	0	0.045115218	0.047941419	0.05076762	0	0	0
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__14245bp__002147..full	0	0	0.23450552	0.20947206	0.49344787	0.3582717	0.24236558	0.043192707	0	0	0	0.098065755	0.19613151	0.2780065	0.19108956	0.52926403	0.23362972	0.17522229	0.11681486	0.05840743	0	0.14661501	0	0.042346865	0	0.29846862	0.20969887	0.254909075	0.30011928	0.11176366	0.34372768	0.21633339
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__13653bp__002336..full	2.2390723	1.611748	1.3381832	1.4140465	0.48250604	0.17424652	0.35182676	0.5140781	1.6253052	2.4702032	3.4879143	3.910972	4.3340297	2.7760324	2.2151058	1.8087815	0.85041624	0.998566255	1.14671627	1.294866285	1.4430163	3.9892094	6.6206827	5.961996	3.8685098	3.166944	2.3786001	1.5876418	0.7966835	0.254387	0.36014456	0.40998194
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__57580bp__000096..full	3.4478393	3.0239534	5.697768	6.519452	10.672186	27.420444	7.5937476	4.2106714	4.622374	5.4819756	10.216086	10.9840495	11.752013	12.280773	13.3326645	19.382793	12.633423	10.858322	9.083221	7.30812	5.533019	5.688728	3.07588	3.2958245	3.3079777	4.6328235	4.488395	6.265856	8.043317	6.384846	6.020453	4.08377
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__55397bp__000108..full	1.9679981	1.7862115	3.471244	4.6726584	6.1107993	0.21079393	4.249089	1.2812812	0.95116025	0.5366918	0.42717266	0.40510422	0.38303578	0.89018345	2.5570214	2.5693955	3.7013073	2.943688325	2.18606935	1.428450375	0.6708314	0.3213075	0.49989656	0.3322908	0.4539647	0.7350175	0.8507071	1.00728245	1.1638578	1.4982432	1.373801	0.45420894
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__54160bp__000113..full	1.2366948	1.8449327	11.1699095	16.90621	23.838364	1.4594951	17.022512	3.8458688	3.9819582	2.7099383	2.7005491	4.02868675	5.3568244	15.651819	20.750927	21.112684	4.952142	4.70772275	4.4633035	4.21888425	3.974465	2.239014	2.2768161	1.9795878	2.472575	3.824398	3.7539527	3.5422573	3.3305619	2.5917408	2.2211337	1.4346905
X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__172774bp__000001..full	4.0450983	5.8316817	8.749527	7.504219	8.7226305	10.773956	0.7031087	1.1320621	0.6293426	0.288814	0.24373654	0.309053705	0.37437087	0.5884239	1.7629586	2.0137076	4.7518687	3.7276773875	2.703486075	1.6792947625	0.65510345	0.37592223	0.21831979	0.23412965	0.6589007	1.3621982	2.0294929	3.7423637	5.4552345	2.323674	2.3548312	0.69013494
X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__134875bp__000002..full	1.4153777	1.3766149	3.4135883	3.1618044	5.229768	2.3666744	1.0518392	0.37275115	0.32174122	0.2832801	0.24051799	39.833553995	79.42659	56.061398	14.926063	9.246077	1.1853307	1.013447625	0.84156455	0.669681475	0.4977984	0.19559039	4.142313	2.2339852	2.8634005	2.6719425	2.1845684	2.19205035	2.1995323	2.1635242	1.4465647	0.27779958
X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__122558bp__000003..full	0.052353665	0.04368071	1.2889268	4.404772	11.050323	21.203844	2.4402478	0.54718274	0.113097906	0.07752033	0	0	0	0.432075	6.0991116	4.073696	1.753119	1.358279425	0.96343985	0.568600275	0.1737607	0.079073444	0	0	0.5667194	5.619128	3.889205	3.00525975	2.1213145	2.610806	1.0665245	0.252195
X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__112352bp__000005..full	1.0348985	1.2919039	1.9035021	1.9590946	2.9259837	1.5881672	0.19836836	0.19839735	0.07925221	0.06384549	0.17304143	0.55008255	0.92712367	1.889687	2.7304862	1.8407826	1.9369487	1.5058080425	1.074667385	0.6435267275	0.21238607	1.0511264	1.1070372	0.34636045	1.3041422	1.6342475	1.0688123	1.3358635	1.6029147	1.7144592	0.8383474	0.22919396
X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__99256bp__000007..full	0.4720028	0.5978809	0.59676695	0.61298585	0.9804386	1.551388	0.24004091	0.067179106	0.42227274	0.470246	0.89269567	0.74290696	0.59311825	1.547978	1.5833777	0.94148314	1.7261579	1.63863065	1.5511034	1.46357615	1.3760489	1.126964	0.7699543	0.5693603	1.471314	1.2897582	0.9805696	1.0862937	1.1920178	1.0995052	0.65062696	0.23365758
X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__93028bp__000010..full	0.34848398	0.72642636	2.211484	4.2149243	5.5408683	6.7351036	7.0522327	1.0617353	1.1962056	3.563041	4.2751927	2.29777615	0.3203596	0.5565308	1.1539117	1.0691295	1.1898214	1.339599125	1.48937685	1.639154575	1.7889323	1.050187	0.8411608	0.6910081	1.1264997	2.0342853	1.1903201	1.25858495	1.3268498	2.7253304	0.5658781	0.60108304
X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__73761bp__000019..full	1.522629	1.3100888	2.103586	2.7979248	3.4573028	10.953332	6.0115457	1.4704977	0.8507534	0.6602286	0.98378754	0.657326325	0.33086511	0.31587294	0.50392157	0.46586767	0.3813947	0.5643888	0.7473829	0.930377	1.1133711	0.65991604	0.44483027	0.32295468	0.2694965	0.36407322	0.41091657	0.634008135	0.8570997	1.492165	2.547731	2.5740194
X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__73575bp__000020..full	0.100356504	0.110289484	0.18361714	0	0.4535593	1.4465356	0.61968285	0.31161028	0.11962157	0.1926694	0.24164003	0.295999305	0.35035858	0.3696531	0.53079283	0.6767922	0.8223083	0.6715835275	0.520858755	0.3701339825	0.21940921	0.19016196	0.12717946	0.22711788	0.07321002	0.093713045	0.0494868	0.075932525	0.10237825	0.14066419	0.05560203	0.09556852
X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__71373bp__000022..full	0.7740224	0.7560719	1.6281756	1.9247792	2.600337	3.9290285	0.83948076	0.21569604	0.09024667	0.07695012	0.12841953	0.174107315	0.2197951	0.27700925	0.51338154	0.45315814	0.47935432	0.3741896325	0.269024945	0.1638602575	0.05869557	0	0.07384204	0.06050213	0.1595198	0.6227135	0.91750187	0.771097985	0.6246941	0.6443942	0.25407958	0.13811333
X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__61068bp__000041..full	2.1079218	1.5919669	2.068646	1.786153	1.2720395	1.2718753	0.48362783	0.1502108	0.053834174	0	0	0	0	0.073988445	0.38394108	0.5521924	0.95446044	0.76216199	0.56986354	0.37756509	0.18526664	0.08719765	0	0	0	0	0.4768223	0.7964876	1.1161529	0.8566166	0.5551638	0.17680739
X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__60895bp__000042..full	16.586254	13.445396	21.522104	19.766733	13.87746	29.82821	7.092554	2.1021595	1.0421544	0.6844072	21.569563	23.220008	24.870453	14.966154	17.309687	20.996368	13.252184	10.397707175	7.54323035	4.688753525	1.8342767	0.60433054	8.94186	25.011414	24.429205	23.41148	22.165201	16.2802115	10.395222	7.581156	5.052005	2.294528
X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__59862bp__000045..full	1.6744654	4.3231144	9.716602	16.435396	19.070343	10.882045	12.044484	3.1995661	3.3994553	2.7781827	1.5101467	0.975758085	0.44136947	0.36141	0.28254724	0.32427132	0.45638898	2.624205735	4.79202249	6.959839245	9.127656	4.1519136	1.0039631	0.49031794	0.20527181	0.29163736	0.24010625	0.396537525	0.5529688	1.3372862	1.7640423	4.243045
