klusters_tree_list3	obs
52	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__29044bp__000512..full
30	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__29196bp__000507..full
46	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__29334bp__000501..full
49	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__29580bp__000490..full
21	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__29883bp__000480..full
96	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__30102bp__000472..full
62	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__30831bp__000450..full
35	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__31179bp__000438..full
82	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__32068bp__000418..full
35	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__32512bp__000405..full
57	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__32579bp__000402..full
65	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__33589bp__000377..full
29	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__34084bp__000363..full
31	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__34235bp__000360..full
12	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__34328bp__000355..full
48	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__34435bp__000349..full
27	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__34793bp__000340..full
27	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__35755bp__000325..full
49	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__36488bp__000307..full
52	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__36910bp__000304..full
16	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__38159bp__000281..full
91	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__38308bp__000278..full
35	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__38704bp__000274..full
65	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__39319bp__000262..full
29	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__39421bp__000261..full
86	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__41110bp__000236..full
65	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__41447bp__000232..full
35	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__41529bp__000231..full
37	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__41750bp__000228..full
21	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__42770bp__000216..full
35	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__42783bp__000215..full
14	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__44397bp__000204..full
82	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__44677bp__000198..full
4	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__46330bp__000181..full
26	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__46658bp__000178..full
28	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__47269bp__000172..full
68	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__47787bp__000167..full
1	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__48511bp__000161..full
48	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__48590bp__000160..full
3	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__49317bp__000148..full
65	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__50181bp__000143..full
14	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__52750bp__000128..full
90	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__52908bp__000126..full
29	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__54160bp__000113..full
29	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__55397bp__000108..full
55	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__57580bp__000096..full
28	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__59621bp__000088..full
5	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__60196bp__000083..full
49	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__62423bp__000077..full
1	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__68235bp__000066..full
65	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__88704bp__000045..full
65	X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__97102bp__000038..full
35	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__14908bp__001009..full
65	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__17384bp__000744..full
12	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__17593bp__000720..full
43	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__17849bp__000699..full
99	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__17996bp__000690..full
68	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__18002bp__000689..full
65	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__18862bp__000628..full
73	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__21175bp__000496..full
12	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__22049bp__000457..full
58	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__23376bp__000407..full
31	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__23556bp__000395..full
71	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__24280bp__000368..full
58	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__24724bp__000354..full
71	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__28260bp__000265..full
73	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__28280bp__000263..full
58	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__28988bp__000248..full
57	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__29303bp__000244..full
65	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__31251bp__000209..full
63	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__31287bp__000208..full
58	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__31295bp__000207..full
6	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__31300bp__000205..full
90	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__31548bp__000197..full
5	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__31709bp__000194..full
3	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__32073bp__000192..full
21	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__32133bp__000190..full
82	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__32404bp__000187..full
27	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__32684bp__000184..full
16	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__33215bp__000175..full
73	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__34679bp__000156..full
7	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__36121bp__000145..full
27	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__36751bp__000138..full
48	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__37298bp__000132..full
58	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__37641bp__000128..full
49	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__37814bp__000125..full
58	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__38594bp__000119..full
58	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__39095bp__000117..full
38	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__39949bp__000108..full
27	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__40843bp__000103..full
82	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__42588bp__000092..full
98	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__42832bp__000091..full
17	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__45082bp__000078..full
101	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__45501bp__000077..full
58	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__48095bp__000068..full
70	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__48140bp__000067..full
71	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__49803bp__000062..full
71	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__54028bp__000052..full
31	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__55311bp__000046..full
70	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__55532bp__000045..full
97	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__55614bp__000043..full
12	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__56744bp__000036..full
65	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__57931bp__000032..full
17	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__60114bp__000025..full
26	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__60593bp__000023..full
58	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__61247bp__000021..full
98	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__62669bp__000017..full
81	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__65066bp__000013..full
65	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__68056bp__000008..full
80	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__68082bp__000007..full
58	X2019.May.viral.fraction__viral.spades.short__as.yet.unknown__72173bp__000006..full
73	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__100165bp__000014..full
37	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__100965bp__000013..full
93	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__102487bp__000012..full
68	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__107474bp__000010..full
53	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__129432bp__000005..full
84	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__14968bp__001643..full
51	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__161360bp__000001..full
53	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__16176bp__001430..full
9	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__16359bp__001394..full
53	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__17683bp__001189..full
37	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__18698bp__001062..full
39	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__19144bp__001017..full
25	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__19701bp__000951..full
91	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__20515bp__000868..full
82	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__20698bp__000858..full
53	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__21403bp__000797..full
84	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__22105bp__000739..full
36	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__22884bp__000693..full
81	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__22893bp__000692..full
8	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__23664bp__000649..full
37	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__23910bp__000639..full
81	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__23983bp__000632..full
75	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__25495bp__000557..full
87	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__25785bp__000546..full
53	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__26238bp__000526..full
91	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__26312bp__000524..full
37	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__26940bp__000493..full
53	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__27079bp__000487..full
24	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__27441bp__000477..full
9	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__27676bp__000465..full
9	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__27699bp__000463..full
53	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__28628bp__000424..full
36	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__29809bp__000391..full
37	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__30094bp__000383..full
84	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__31868bp__000348..full
32	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__32039bp__000345..full
64	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__32122bp__000342..full
12	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__32306bp__000334..full
53	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__32907bp__000322..full
36	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__33122bp__000317..full
12	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__33211bp__000315..full
87	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__33330bp__000312..full
53	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__33338bp__000311..full
80	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__33977bp__000296..full
37	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__34708bp__000281..full
84	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__35430bp__000269..full
84	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__35868bp__000258..full
25	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__35876bp__000257..full
9	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__36767bp__000243..full
97	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__37154bp__000237..full
84	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__37851bp__000223..full
32	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__38175bp__000218..full
53	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__39089bp__000209..full
9	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__39378bp__000207..full
47	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__39508bp__000205..full
36	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__46490bp__000140..full
3	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__47471bp__000133..full
37	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__49553bp__000123..full
84	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__49794bp__000121..full
25	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__51842bp__000107..full
28	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__52323bp__000101..full
84	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__54902bp__000092..full
43	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__55799bp__000083..full
32	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__56697bp__000078..full
39	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__57704bp__000072..full
12	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__58086bp__000070..full
37	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__59042bp__000067..full
82	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__59248bp__000065..full
53	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__59971bp__000062..full
102	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__60997bp__000058..full
36	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__63112bp__000052..full
67	X2019.Nov.viral.fraction__viral.spades.short__as.yet.unknown__63285bp__000049..full
43	X2019.Sep.viral.fraction__viral.spades.short__as.yet.unknown__101867bp__000006..full
84	X2019.Sep.viral.fraction__viral.spades.short__as.yet.unknown__102833bp__000004..full
24	X2019.Sep.viral.fraction__viral.spades.short__as.yet.unknown__12619bp__001938..full
77	X2019.Sep.viral.fraction__viral.spades.short__as.yet.unknown__12903bp__001852..full
2	X2019.Sep.viral.fraction__viral.spades.short__as.yet.unknown__13084bp__001794..full
42	X2019.Sep.viral.fraction__viral.spades.short__as.yet.unknown__131212bp__000003..full
2	X2019.Sep.viral.fraction__viral.spades.short__as.yet.unknown__13216bp__001757..full
2	X2019.Sep.viral.fraction__viral.spades.short__as.yet.unknown__13558bp__001681..full
12	X2019.Sep.viral.fraction__viral.spades.short__as.yet.unknown__14653bp__001417..full
2	X2019.Sep.viral.fraction__viral.spades.short__as.yet.unknown__14878bp__001363..full
12	X2019.Sep.viral.fraction__viral.spades.short__as.yet.unknown__15426bp__001260..full
69	X2019.Sep.viral.fraction__viral.spades.short__as.yet.unknown__16186bp__001136..full
